Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
1763.89,33.0,2.0,21.0,35.1,12.6,25.8,39.6,26.9,19.0,60.0,9.0,69.7,12.0,4.0,2.0,1.0
1290.85,,3.1,11.0,30.9,6.1,19.4,26.1,22.6,27.0,59.0,6.0,35.7,,7.0,,2.0
652.43,61.0,4.2,5.0,14.4,7.7,19.3,20.9,24.2,56.0,55.1,2.0,7.0,0.3,10.0,,2.0
1076.58,36.0,1.1,21.0,37.4,10.4,17.9,30.6,34.5,44.0,52.0,2.0,41.1,9.0,6.0,,1.0
591.49,31.0,2.8,6.0,11.9,4.1,11.6,0.0,12.3,10.0,57.0,5.0,17.9,5.3,5.0,0.0,1.0
810.3,46.0,1.1,12.0,24.3,6.9,28.2,57.5,19.6,32.0,45.4,4.0,,28.3,8.0,7.0,2.0
642.4,33.0,0.6,7.0,25.3,5.7,6.6,0.0,24.5,47.0,66.6,2.0,49.5,9.6,5.0,1.0,2.0
2239.74,24.0,1.7,16.0,24.5,8.2,18.5,44.1,22.4,68.0,49.7,1.0,70.08,2.7,6.0,2.0,2.0
2159.49,53.0,0.5,10.0,35.3,9.8,19.9,,21.7,5.0,63.5,1.0,45.6,1.3,9.0,1.0,2.0
623.35,52.0,5.4,0.0,18.3,8.3,18.3,3.3,11.1,11.0,49.7,2.0,65.9,1.5,6.0,4.0,
2450.41,39.0,4.0,16.0,45.7,15.0,35.6,75.0,46.2,12.0,45.7,8.0,58.9,22.5,6.0,2.0,2.0
2421.21,22.0,3.5,13.0,24.0,13.8,19.5,20.6,49.1,58.0,58.9,3.0,39.2,9.1,5.0,4.0,2.0
2371.53,23.0,4.7,14.0,28.7,11.6,21.4,35.4,3.4,7.0,53.6,3.0,26.4,0.4,6.0,5.0,3.0
3028.81,,1.6,10.0,29.4,10.4,24.9,47.2,27.5,47.0,58.8,5.0,23.9,,7.0,3.0,2.0
2308.17,32.0,1.1,17.0,27.8,12.4,,54.3,24.6,65.0,52.8,4.0,30.48,2.0,3.0,3.0,3.0
855.82,33.0,1.9,9.0,21.3,4.1,11.5,,,6.0,57.3,5.0,54.3,3.4,3.0,2.0,1.0
501.78,50.0,2.3,12.0,33.3,5.7,17.6,31.6,13.3,6.0,60.5,3.0,50.2,9.7,6.0,2.0,4.0
3173.57,46.0,4.7,7.0,,9.0,9.2,17.3,26.3,126.0,65.6,4.0,22.44,12.1,7.0,0.0,3.0
124.65,54.0,4.3,0.0,13.4,4.8,5.7,0.0,0.0,,92.7,0.0,26.8,2.6,9.0,0.0,4.0
1040.79,,3.9,12.0,31.5,9.7,25.7,32.8,39.8,4.0,64.2,7.0,80.88000000000001,8.7,2.0,5.0,2.0
882.32,33.0,1.2,9.0,19.9,3.9,9.3,0.0,8.4,30.0,87.9,1.0,66.0,4.0,7.0,,2.0
2293.56,47.0,0.6,24.0,50.2,18.2,40.1,85.1,59.1,10.0,5.0,16.0,,9.8,2.0,7.0,2.0
2253.09,43.0,5.1,10.0,35.5,6.0,,20.4,25.9,26.0,40.0,,104.4,4.8,5.0,2.0,1.0
1113.86,56.0,7.9,10.0,12.1,4.8,8.5,29.3,0.0,88.0,76.4,0.0,18.6,1.5,4.0,0.0,1.0
1016.31,43.0,2.3,8.0,23.9,8.4,,29.8,24.2,27.0,55.5,1.0,20.0,1.5,4.0,4.0,1.0
782.98,60.0,2.1,4.0,,4.8,15.6,37.0,39.0,61.0,70.5,5.0,33.2,4.4,5.0,3.0,1.0
293.15,44.0,2.7,4.0,10.9,5.9,6.8,0.0,18.1,116.0,54.5,1.0,40.56,3.0,11.0,,3.0
1055.84,,2.7,15.0,13.5,5.2,15.6,26.2,31.8,6.0,67.7,4.0,21.1,6.8,3.0,1.0,2.0
1166.61,34.0,6.3,20.0,30.8,13.5,37.7,42.1,39.6,2.0,43.9,8.0,18.7,3.2,3.0,5.0,3.0
1314.22,38.0,5.9,13.0,27.0,10.4,23.9,5.4,26.6,17.0,61.2,,39.2,7.9,6.0,1.0,1.0
1785.62,48.0,2.1,12.0,39.2,10.0,31.4,21.0,34.2,62.0,56.3,9.0,34.5,9.3,6.0,,3.0
3726.77,57.0,2.7,14.0,37.7,8.5,25.4,31.1,28.9,29.0,47.1,3.0,26.0,10.3,9.0,4.0,2.0
1175.92,46.0,1.2,15.0,24.8,7.3,25.2,6.3,0.0,39.0,66.2,5.0,6.119999999999999,9.7,8.0,2.0,2.0
889.95,37.0,4.4,7.0,28.3,6.6,18.2,17.7,8.7,38.0,69.0,5.0,3.7,12.8,3.0,1.0,3.0
1631.12,54.0,4.1,10.0,31.9,11.1,22.1,25.9,3.0,31.0,58.2,,39.7,3.0,7.0,3.0,2.0
267.34,18.0,0.4162122816385006,2.0,27.0,,14.9,,0.0,39.0,65.7,2.0,11.5,86.41294243819635,8.0,1.0,4.0
1157.49,20.0,1.5,8.0,23.9,6.8,26.8,40.1,20.4,79.0,64.1,6.0,34.5,1.0,7.0,1.0,2.0
1006.71,46.0,0.9,11.0,26.6,7.9,18.9,37.2,8.5,116.0,61.9,4.0,36.6,3.0,3.0,0.0,3.0
2267.98,38.0,4.2,24.0,39.9,18.2,37.4,62.3,56.8,4.0,36.2,9.0,13.8,3.2,4.0,2.0,2.0
676.12,45.0,2.2,12.0,11.1,7.6,21.4,40.1,13.9,28.0,60.3,3.0,58.7,6.0,6.0,0.0,4.0
2518.85,38.0,4.1,20.0,42.8,10.4,29.5,39.2,40.7,56.0,36.7,4.0,38.2,9.6,6.0,2.0,5.0
2204.59,44.0,6.2,16.0,57.2,15.4,30.3,62.0,36.5,11.0,22.2,13.0,6.3,14.9,5.0,5.0,2.0
1236.05,28.0,2.7,7.0,24.9,11.0,11.1,29.0,22.5,52.0,52.4,7.0,50.6,1.7,8.0,1.0,
1293.88,,4.3,0.0,16.7,2.4,11.7,19.2,39.8,40.0,71.9,1.0,15.6,0.9,5.0,1.0,2.0
1487.68,49.0,5.0,17.0,34.2,10.5,24.3,,40.1,60.0,51.3,7.0,,6.1,6.0,5.0,3.0
1054.82,52.0,0.9,3.0,12.6,6.4,9.9,12.6,13.6,17.0,81.7,,4.4,15.9,6.0,3.0,2.0
1473.56,62.0,2.3,0.0,17.1,9.2,22.6,12.8,18.2,6.0,73.3,1.0,21.4,4.8,6.0,3.0,1.0
689.81,40.0,0.6,12.0,,9.2,5.3,0.0,7.0,9.0,66.8,1.0,60.2,10.1,3.0,,2.0
511.71,41.0,2.2,22.0,26.3,8.1,22.9,21.2,23.3,15.0,62.7,5.0,12.6,1.4,13.0,4.0,3.0
791.2,19.0,10.0,4.0,17.7,11.5,13.3,9.9,15.4,5.0,55.2,2.0,20.3,4.7,12.0,1.0,3.0
907.73,31.0,1.6,3.0,31.2,8.2,22.7,15.6,18.3,3.0,82.4,5.0,25.2,1.7,5.0,3.0,1.0
1584.07,35.0,2.4,7.0,25.9,6.1,18.8,35.5,31.1,28.0,56.6,9.0,30.3,1.4,5.0,3.0,2.0
1729.32,50.0,2.4,17.0,34.0,10.8,23.4,45.1,27.1,3.0,58.9,7.0,26.52,6.0,3.0,0.0,3.0
2009.56,30.0,8.9,11.0,26.6,10.7,13.0,3.3,19.7,27.0,73.7,4.0,21.8,6.3,7.0,2.0,3.0
1018.98,47.0,2.7,0.0,29.0,12.0,22.6,28.1,13.0,66.0,52.5,3.0,11.2,14.4,2.0,3.0,2.0
1451.83,37.0,2.7,26.0,43.3,15.9,32.4,55.1,67.6,5.0,39.1,13.0,23.7,8.8,4.0,8.0,2.0
1404.24,35.0,4.5,26.0,31.1,12.8,20.8,29.7,33.2,32.0,43.6,6.0,,,1.0,1.0,4.0
1894.18,40.0,0.4,9.0,29.5,7.6,21.3,39.5,18.1,52.0,61.7,3.0,33.7,8.0,12.0,3.0,3.0
539.08,33.0,1.3,5.0,28.4,5.9,4.5,18.0,0.0,25.0,78.4,1.0,38.5,2.3,6.0,0.0,1.0
348.04,32.0,1.0,3.0,19.2,9.3,,31.4,16.0,10.0,79.1,5.0,42.1,9.6,11.0,4.0,3.0
2080.47,18.0,2.4,19.0,29.3,9.1,12.7,54.4,17.6,23.0,50.7,1.0,11.1,6.1,2.0,2.0,1.0
1155.48,35.0,0.6,7.0,13.5,7.7,20.2,28.6,9.4,3.0,68.9,2.0,34.32,11.3,8.0,2.0,1.0
1396.05,32.0,2.8,35.0,46.7,,42.5,56.0,40.2,3.0,19.0,14.0,64.4,5.6,3.0,3.0,3.0
332.41,31.0,2.1,3.0,7.3,1.7,4.0,0.0,15.5,4.0,78.8,2.0,74.4,6.0,5.0,0.0,
2071.36,43.0,5.3,18.0,38.7,12.5,28.1,53.0,17.6,39.0,74.2,9.0,59.1,3.3,8.0,4.0,4.0
3397.84,45.0,1.5,15.0,40.1,15.3,26.3,26.6,48.4,6.0,23.6,10.0,53.3,0.7,4.0,3.0,3.0
1836.31,40.0,2.6,11.0,35.6,,29.8,38.4,20.0,,53.1,5.0,52.4,1.5,6.0,3.0,
1959.96,49.0,2.4,29.0,62.8,15.4,46.8,82.0,53.8,3.0,4.6,13.0,,4.4,1.0,9.0,3.0
264.59,44.0,3.9,11.0,,4.5,2.7,0.0,15.9,35.0,66.0,0.0,19.9,1.2,7.0,2.0,2.0
3295.34,34.0,0.9,17.0,37.1,9.4,19.4,60.9,22.5,,52.9,5.0,24.8,,4.0,5.0,1.0
1583.75,32.0,2.3,15.0,23.7,7.9,11.0,46.0,16.8,9.0,57.9,2.0,51.1,26.6,1.0,0.0,3.0
507.63,41.0,2.0,14.0,12.7,3.7,,0.0,3.8,3.0,61.5,,20.3,14.1,4.0,3.0,2.0
1018.05,44.0,1.2,15.0,17.7,4.7,12.6,23.3,14.8,53.0,56.5,2.0,,4.6,5.0,0.0,4.0
1968.07,54.0,3.8,22.0,37.6,10.7,34.6,55.9,25.6,8.0,19.7,5.0,64.8,,2.0,7.0,5.0
1678.79,52.0,2.1,11.0,27.8,7.9,15.9,,26.2,6.0,48.9,3.0,22.3,1.5,4.0,1.0,1.0
1194.93,31.0,4.1,8.0,31.6,9.4,15.8,,18.6,2.0,53.9,5.0,15.2,1.0,10.0,3.0,1.0
3352.97,36.0,3.3,10.0,18.3,1.1,11.5,33.5,8.8,33.0,57.1,4.0,34.92,,13.0,2.0,2.0
637.26,46.0,1.2,9.0,18.3,4.3,12.4,51.9,14.2,15.0,63.4,1.0,46.92,3.1,6.0,4.0,1.0
568.56,50.0,3.8,0.0,15.3,4.9,13.6,0.0,4.6,118.0,63.6,,43.68,10.2,7.0,0.0,1.0
1090.98,49.0,4.0,0.0,22.3,9.0,14.1,,18.9,108.0,62.5,1.0,28.8,11.5,4.0,1.0,1.0
716.6,37.0,1.3,3.0,21.8,8.4,24.5,33.0,24.2,74.0,70.0,,46.3,4.5,4.0,3.0,2.0
1006.74,22.0,1.6,7.0,27.8,8.2,10.8,9.9,15.9,26.0,74.2,2.0,15.2,5.1,4.0,1.0,2.0
1326.5,,1.0,18.0,37.0,13.4,26.9,32.7,46.5,1.0,43.1,7.0,79.4,3.7,8.0,2.0,2.0
306.72,41.0,2.1,3.0,8.8,3.2,6.8,8.7,,75.0,74.7,,7.8,4.9,8.0,0.0,1.0
1272.82,42.0,5.7,19.0,32.5,,22.1,49.3,19.0,37.0,41.0,8.0,,17.0,9.0,7.0,4.0
1067.68,24.0,2.8,18.0,31.4,5.5,14.7,11.8,9.2,38.0,57.4,8.0,17.7,1.9,7.0,2.0,5.0
1227.18,38.0,1.6,0.0,11.1,,9.6,18.1,5.3,1.0,66.2,,55.9,,9.0,0.0,3.0
2989.99,45.0,1.1,23.0,25.0,9.6,14.2,47.6,19.5,21.0,64.1,1.0,79.32,20.5,6.0,4.0,1.0
1367.96,24.0,0.9,1.0,15.9,6.6,17.4,0.0,0.0,3.0,90.6,,32.1,2.8,8.0,0.0,2.0
1085.72,51.0,2.5,6.0,27.8,9.6,17.3,25.3,22.7,24.0,73.1,1.0,52.5,8.7,6.0,4.0,
471.73,33.0,1.9,15.0,16.2,6.8,13.7,,15.0,67.0,83.9,1.0,38.8,1.4,4.0,1.0,4.0
1070.5,53.0,5.6,6.0,13.2,6.5,,,14.7,84.0,59.7,2.0,25.2,7.3,7.0,1.0,1.0
1900.4,31.0,1.0,7.0,15.6,5.5,16.0,0.0,8.9,79.0,47.8,2.0,28.8,3.6,6.0,3.0,3.0
721.11,25.0,3.8,0.0,16.1,7.3,23.2,6.4,1.8,4.0,67.0,,26.4,12.9,5.0,2.0,3.0
898.44,32.0,2.1,6.0,20.6,4.1,9.6,8.1,23.1,33.0,70.7,1.0,67.7,6.2,8.0,2.0,
1426.68,,5.5,0.0,17.6,6.1,,0.0,2.8,27.0,59.6,2.0,36.8,,9.0,0.0,1.0
2354.56,33.0,2.6,13.0,34.5,11.0,20.0,22.4,13.0,6.0,56.2,10.0,27.3,3.0,2.0,,2.0
1263.73,35.0,5.8,10.0,25.8,7.7,,19.5,13.7,63.0,60.8,7.0,30.0,3.6,5.0,4.0,2.0
1909.1,42.0,1.2,16.0,41.2,13.1,33.9,44.2,50.0,,45.3,2.0,52.1,14.8,4.0,5.0,2.0
806.01,35.0,3.6,0.0,21.4,5.6,17.2,32.0,18.3,0.0,70.7,1.0,17.0,18.3,11.0,2.0,2.0
1651.99,37.0,0.7,14.0,30.2,10.2,23.1,42.8,6.1,57.0,56.5,3.0,9.5,5.9,3.0,2.0,4.0
827.87,18.0,4.0,2.0,18.9,,11.2,8.9,11.4,11.0,62.3,2.0,72.5,7.9,5.0,,3.0
2140.14,42.0,1.4,25.0,45.4,14.2,33.3,50.4,30.9,0.0,33.2,12.0,8.6,2.3,1.0,9.0,2.0
1443.9,36.0,4.8,11.0,27.1,6.2,15.7,13.5,39.3,24.0,61.5,8.0,28.5,6.1,5.0,5.0,
579.9,57.0,1.9,13.0,19.1,,25.4,16.1,42.4,8.0,60.6,1.0,27.6,9.1,9.0,5.0,4.0
913.02,26.0,4.6,8.0,21.7,7.1,23.8,9.9,,1.0,67.0,4.0,89.9,2.7,12.0,0.0,2.0
719.86,18.0,5.4,9.0,9.6,10.6,,0.0,8.8,41.0,54.4,3.0,49.32,3.0,9.0,2.0,3.0
1992.69,45.0,3.4,16.0,26.2,10.7,15.1,19.6,11.5,26.0,60.1,,64.08,12.6,4.0,5.0,3.0
512.95,42.0,0.1,13.0,28.3,,12.8,39.4,22.1,12.0,58.8,1.0,68.9,6.1,7.0,3.0,
583.47,25.0,3.8,2.0,18.5,4.1,10.2,3.2,9.5,5.0,75.0,,98.4,13.3,6.0,0.0,1.0
3150.68,19.0,0.8,13.0,22.8,6.7,12.7,6.6,26.0,12.0,61.3,5.0,27.6,1.9,7.0,1.0,
793.71,56.0,1.7,1.0,21.9,6.5,22.8,10.9,16.2,9.0,60.0,3.0,43.4,16.9,4.0,2.0,3.0
1005.95,54.0,2.6,13.0,24.1,,,24.7,27.4,13.0,50.8,6.0,42.8,0.6,7.0,4.0,1.0
908.28,18.0,3.2,15.0,20.4,10.8,,,10.3,33.0,56.2,0.0,89.64,1.6,9.0,7.0,3.0
737.43,32.0,3.1,25.0,44.5,15.7,37.6,75.5,50.4,17.0,46.2,7.0,68.6,16.4,3.0,6.0,3.0
1089.8,57.0,3.8,3.0,20.2,10.2,20.7,26.8,2.6,74.0,40.1,10.0,73.6,5.6,7.0,4.0,
2795.68,32.0,2.0,10.0,40.1,9.2,31.3,22.3,37.4,46.0,44.9,9.0,26.5,7.1,4.0,3.0,3.0
1300.85,32.0,2.5,8.0,24.7,12.1,18.0,43.6,19.4,3.0,55.4,5.0,1.68,3.2,5.0,3.0,2.0
1168.11,34.0,3.0,2.0,24.3,3.5,5.0,0.0,11.8,117.0,84.7,4.0,5.52,0.2,7.0,1.0,2.0
197.93,24.0,2.6,0.0,6.6,5.2,9.3,34.8,8.1,38.0,76.9,,62.7,,11.0,0.0,2.0
908.05,18.0,4.8,16.0,18.5,4.5,9.5,,10.2,14.0,116.70903467203117,1.0,24.24,,5.0,1.0,2.0
1150.46,50.0,8.0,14.0,38.2,12.9,24.6,,31.9,61.0,47.9,,10.4,4.6,9.0,9.0,3.0
2453.58,18.0,1.1,16.0,39.6,13.2,29.4,,40.8,13.0,20.5,14.0,60.9,5.1,1.0,4.0,4.0
3306.57,40.0,4.7,17.0,23.4,6.4,,12.9,22.9,40.0,54.8,4.0,44.28,0.2,14.0,,
3002.26,48.0,5.6,16.0,32.4,11.4,20.9,9.5,11.0,30.0,49.0,5.0,46.3,11.0,7.0,4.0,3.0
393.89,20.0,1.6,2.0,8.6,5.7,16.8,37.5,0.0,90.0,64.5,5.0,36.48,17.1,6.0,,2.0
765.94,26.0,2.1,4.0,22.2,8.7,15.7,31.6,5.4,14.0,50.4,5.0,33.2,2.7,6.0,3.0,1.0
2445.87,52.0,0.1,0.0,21.2,9.0,17.1,0.0,,21.0,70.3,1.0,97.44,3.9,3.0,0.0,2.0
1480.95,44.0,1.4,14.0,31.2,12.1,25.1,49.3,10.9,12.0,48.4,7.0,45.0,2.8,9.0,4.0,4.0
2372.45,30.0,1.9,20.0,34.0,7.3,20.7,33.7,30.5,102.0,54.2,5.0,67.0,1.6,5.0,5.0,3.0
1566.04,52.0,3.1,6.0,23.7,,15.4,0.0,17.2,14.0,66.5,3.0,53.04,2.7,5.0,3.0,1.0
2398.63,52.0,8.3,20.0,29.1,9.2,25.7,43.1,36.0,36.0,72.2,,51.3,3.8,4.0,3.0,3.0
1599.37,41.0,3.3,25.0,38.1,13.1,33.0,21.9,27.7,27.0,31.8,7.0,75.5,0.1,3.0,5.0,3.0
2240.02,27.0,0.8,15.0,37.9,11.8,28.4,,40.3,52.0,39.6,3.0,28.5,,3.0,,3.0
1708.03,33.0,2.0,14.0,43.6,10.2,22.7,,29.5,41.0,34.0,6.0,29.8,9.9,7.0,2.0,1.0
972.64,41.0,2.5,13.0,20.1,7.4,11.6,,10.5,10.0,68.2,3.0,11.1,2.1,9.0,,2.0
429.03,35.0,7.7,16.0,20.3,6.2,4.2,0.0,23.0,26.0,54.5,1.0,66.8,6.1,4.0,1.0,1.0
1416.29,,1.0,7.0,28.1,5.7,21.4,52.3,38.9,224.0,57.2,2.0,20.7,7.6,8.0,4.0,2.0
715.85,19.0,2.8,7.0,,7.1,11.0,22.3,26.1,10.0,70.4,6.0,45.72,8.1,5.0,3.0,2.0
1783.88,20.0,3.8,9.0,38.2,6.8,23.7,21.9,33.5,10.0,42.5,5.0,31.7,2.6,8.0,4.0,2.0
687.48,40.0,0.9,7.0,20.8,6.0,17.7,22.2,23.7,15.0,59.7,5.0,27.2,1.4,7.0,2.0,2.0
1216.66,32.0,1.8,7.0,27.9,4.5,6.9,12.2,19.0,27.0,68.6,3.0,43.92,1.9,9.0,0.0,1.0
317.98,30.0,5.8,14.0,13.7,7.6,11.5,,22.6,0.0,63.6,4.0,51.7,5.5,7.0,0.0,5.0
1127.97,18.0,1.1,17.0,27.6,7.1,10.6,2.5,11.8,82.0,80.4,2.0,28.9,,7.0,2.0,1.0
1310.99,38.0,1.8,12.0,37.3,9.6,23.5,41.5,21.9,31.0,20.1,8.0,58.3,6.4,4.0,8.0,2.0
1207.19,37.0,1.4,5.0,11.8,7.4,3.9,0.0,16.7,45.0,55.3,2.0,,8.2,3.0,4.0,5.0
1174.71,45.0,8.0,18.0,21.8,9.5,20.4,43.8,9.5,44.0,49.8,,55.3,1.3,11.0,2.0,1.0
2317.7,38.0,2.0,19.0,22.7,3.9,12.3,41.1,33.6,1.0,58.3,2.0,35.04,,5.0,4.0,3.0
734.11,36.0,0.4,2.0,,3.3,12.1,14.6,5.8,6.0,72.6,6.0,30.4,3.9,9.0,0.0,1.0
977.5,52.0,1.2,16.0,26.9,6.9,18.9,17.5,12.4,38.0,42.1,2.0,50.0,4.9,9.0,4.0,4.0
676.38,22.0,2.3,7.0,12.9,2.4,0.0,8.0,0.0,54.0,56.4,0.0,20.64,5.2,7.0,0.0,2.0
887.84,44.0,2.0,8.0,12.4,7.6,22.2,19.3,22.3,0.0,63.6,1.0,32.1,7.3,4.0,2.0,3.0
3122.21,18.0,2.9,11.0,43.8,15.0,,38.5,28.7,8.0,52.6,6.0,36.0,5.1,6.0,7.0,1.0
1205.51,27.0,1.0,2.0,25.3,6.7,17.3,16.6,,8.0,78.9,4.0,13.2,5.5,9.0,2.0,3.0
4632.83,23.0,1.7,21.0,38.2,16.4,36.2,,34.2,50.0,28.1,5.0,60.2,12.5,1.0,7.0,2.0
1034.05,47.0,5.1,17.0,37.1,13.8,26.5,57.8,53.4,,30.5,10.0,81.0,3.9,3.0,4.0,2.0
1408.44,37.0,2.3,19.0,24.1,11.3,23.5,37.2,36.8,10.0,42.7,3.0,24.4,2.3,9.0,2.0,4.0
1402.46,37.0,4.4,0.0,14.5,8.2,12.1,0.0,16.8,13.0,73.3,2.0,17.3,4.9,4.0,2.0,2.0
1545.31,24.0,0.9,15.0,41.5,9.6,15.2,29.4,23.3,18.0,50.6,6.0,71.04,12.2,4.0,5.0,2.0
2391.44,34.0,8.0,7.0,25.9,6.6,10.5,43.0,,2.0,53.0,2.0,60.7,1.9,,1.0,
287.36,28.0,3.8,5.0,11.5,2.4,7.6,0.0,0.0,9.0,90.2,0.0,,3.6,4.0,0.0,2.0
1029.48,42.0,5.3,20.0,35.2,13.2,24.4,45.7,11.4,31.0,32.8,8.0,68.3,1.6,7.0,2.0,2.0
1911.79,26.0,6.8,21.0,33.9,9.4,28.1,53.0,40.5,32.0,32.4,4.0,78.3,11.3,2.0,,2.0
1350.22,,2.8,5.0,,6.2,22.7,46.8,8.6,13.0,73.2,4.0,58.6,1.0,5.0,2.0,3.0
1247.25,18.0,3.1,12.0,25.5,8.2,23.7,39.1,2.9,36.0,40.7,2.0,62.9,0.1,6.0,2.0,2.0
1456.38,28.0,6.6,10.0,,8.7,14.5,34.2,27.8,5.0,65.7,8.0,44.8,5.2,10.0,,4.0
907.54,58.0,1.2,22.0,40.8,12.8,29.7,50.2,54.4,33.0,55.2,10.0,,7.8,9.0,2.0,2.0
473.11,32.0,3.5,4.0,16.7,6.0,16.0,35.3,9.9,38.0,44.5,3.0,63.6,13.7,8.0,1.0,2.0
2622.1,22.0,2.9,19.0,40.3,11.9,,24.4,38.0,210.0,54.6,7.0,63.3,4.4,3.0,7.0,1.0
871.63,40.0,2.0,6.0,24.9,7.5,14.8,0.0,18.9,16.0,69.8,5.0,,1.4,7.0,,2.0
1017.99,32.0,0.3,3.0,32.8,9.6,28.9,39.2,19.0,12.0,52.6,,25.1,0.9,5.0,3.0,2.0
754.0,27.0,0.6,8.0,26.6,4.0,28.1,8.4,11.4,16.0,57.7,0.0,34.0,6.0,6.0,1.0,3.0
595.31,24.0,3.1,13.0,23.8,3.4,9.2,,13.9,36.0,60.7,2.0,58.7,9.4,6.0,1.0,2.0
4874.2,,2.2,5.0,33.1,12.0,7.3,24.9,19.8,8.0,49.5,2.0,25.1,15.1,2.0,2.0,3.0
1231.88,34.0,2.9,12.0,23.6,,8.2,27.9,11.8,4.0,60.3,2.0,36.6,3.4,7.0,5.0,1.0
441.71,18.0,3.9,0.0,10.7,4.2,5.2,22.1,0.0,51.0,79.0,1.0,30.48,4.6,5.0,3.0,2.0
1218.71,55.0,1.6,5.0,18.6,5.8,18.6,14.9,30.1,17.0,54.2,1.0,30.84,2.6,7.0,1.0,1.0
1209.34,45.0,1.5,13.0,16.0,6.9,11.7,,21.6,1.0,73.2,2.0,45.1,2.1,8.0,4.0,3.0
3232.66,28.0,0.6,14.0,,12.8,19.9,13.6,16.5,74.0,60.2,5.0,26.0,7.2,7.0,6.0,4.0
1906.52,26.0,0.2,17.0,30.1,9.6,15.7,36.2,19.8,39.0,81.5,6.0,56.3,3.5,9.0,0.0,2.0
1216.41,46.0,4.0,14.0,19.1,8.8,19.2,,26.4,39.0,61.8,5.0,43.6,,2.0,6.0,
1692.01,35.0,3.3,11.0,29.3,10.9,24.2,16.4,8.0,15.0,80.3,,52.440000000000005,6.4,5.0,2.0,3.0
406.15,18.0,2.5,4.0,18.8,3.2,4.9,3.6,11.0,50.0,83.7,2.0,23.4,10.9,7.0,1.0,
1400.29,59.0,1.4,16.0,46.1,16.5,34.8,58.9,36.2,17.0,17.8,4.0,63.12,6.0,6.0,6.0,2.0
2094.52,32.0,6.3,14.0,36.1,12.9,25.9,55.4,44.0,,67.3,6.0,88.08,2.4,2.0,2.0,3.0
1745.84,55.0,0.4,3.0,26.1,2.9,12.3,21.7,0.0,43.0,67.1,4.0,23.28,7.0,3.0,,2.0
614.39,53.0,6.1,12.0,,2.7,,35.1,0.0,45.0,73.8,3.0,43.92,7.2,4.0,,4.0
1346.83,25.0,0.3,21.0,46.7,17.3,43.0,79.2,52.3,43.0,27.9,6.0,,11.3,5.0,7.0,4.0
455.73,50.0,3.0,0.0,,4.5,,14.5,20.0,,68.8,0.0,30.24,,4.0,0.0,1.0
1663.69,30.0,1.3,9.0,27.5,7.6,23.4,0.0,12.1,14.0,53.2,1.0,31.8,4.6,2.0,3.0,2.0
1055.39,18.0,2.5,4.0,18.6,5.4,11.2,,,1.0,83.7,3.0,17.8,7.9,7.0,2.0,1.0
807.02,32.0,1.7,3.0,28.1,7.2,27.6,23.4,35.5,38.0,50.1,4.0,,2.8,6.0,4.0,2.0
4848.47,42.0,3.9,41.0,60.7,20.4,41.7,,55.4,,3.6,11.0,24.7,,0.0,6.0,2.0
1804.11,32.0,0.9,18.0,38.6,12.3,25.1,63.1,38.7,80.0,23.3,10.0,46.8,9.3,3.0,3.0,
1838.83,34.0,4.1,1.0,31.1,7.8,26.0,34.8,0.0,49.0,64.5,5.0,37.08,1.6,3.0,1.0,4.0
1198.27,51.0,1.9,4.0,,3.1,14.0,29.5,4.4,32.0,75.0,3.0,19.8,9.4,8.0,1.0,3.0
4460.83,39.0,3.0,19.0,45.8,11.2,39.7,,47.3,13.0,39.2,11.0,37.2,9.0,7.0,7.0,1.0
2094.73,27.0,5.3,13.0,29.0,10.3,24.4,44.9,35.9,38.0,56.2,6.0,64.08,6.5,4.0,,3.0
598.54,46.0,3.1,1.0,16.2,3.9,21.7,31.3,9.5,22.0,72.1,0.0,14.6,5.5,11.0,0.0,4.0
1477.96,40.0,5.2,18.0,42.6,14.8,,47.1,26.6,4.0,27.8,8.0,19.2,7.3,2.0,5.0,1.0
628.89,18.0,2.0,8.0,19.1,6.6,11.9,24.5,33.3,34.0,42.3,2.0,46.92,3.8,12.0,3.0,1.0
775.37,43.0,6.1,14.0,34.5,6.2,24.4,6.5,23.8,64.0,58.9,6.0,32.4,5.2,5.0,4.0,1.0
711.45,42.0,3.5,0.0,10.4,6.4,9.8,16.4,0.0,90.0,63.3,1.0,28.5,4.2,13.0,0.0,1.0
1628.98,38.0,3.0,6.0,8.5,9.3,11.0,28.4,23.5,6.0,58.1,2.0,31.6,3.7,5.0,2.0,1.0
215.19,48.0,1.2,10.0,13.9,4.1,23.1,0.0,22.1,72.0,76.5,0.0,15.4,7.8,4.0,0.0,2.0
1822.36,,0.5,11.0,20.8,10.8,8.4,20.2,28.1,98.0,68.9,3.0,84.48,2.4,4.0,5.0,2.0
664.82,42.0,1.4,9.0,,6.8,17.2,41.3,1.5,79.0,72.7,3.0,34.92,3.5,7.0,0.0,2.0
1443.05,19.0,0.2,16.0,29.8,11.6,30.9,59.0,43.5,3.0,33.7,7.0,,9.6,3.0,,1.0
